name,address,city,state,postal_code,country
Marie's Italian Specialties,641 Shunpike Rd ,Chatham,NJ,7928,USA
Darbys Cafe,600 Franklin St ,Olympia,WA,98501,USA
Jimmy's Diner,577 Union Ave ,Brooklyn,NY,11211,USA
The Smoke Joint,87 S Elliott Place ,Brooklyn,NY,11217,USA
Coastal Cravings,1209 Duck Road,Duck,NC,27949,USA
La Isla Restaurant,104 Washington Street ,Hoboken,NJ,7030,USA
Chili Johns,2018 West Burbank Boulevard,Burbank,CA,91506,USA
Rosedale Diner,1164 Yonge Street,Toronto,ON,M4W,USA
Caplansky's Delicatessen,356 College Street,Toronto,ON,M5T,USA
Hey Meatball,719 College Street,Toronto,ON,M6G,USA
Espinos Mexican Bar & Grill,17409 Chesterfield Airport Road ,Chesterfield,MO,63005,USA
Yankee Lobster Fish Market,300 Northern Avenue,Boston,MA,2210,USA
Edgewood Cafe,1864 Broad Street ,Cranston,RI,2905,USA
Aunt Carries Seafood Restaurant,1240 Ocean Road ,Narragansett,RI,2882,USA
Opal Thai Food,1030 Smith Street ,Honolulu,HI,96817,USA
Three Angels Diner,2617 Broad Ave ,Memphis,TN,38112,USA
Johnny's BBQ,5959 Broadmoor ,Mission,KS,66201,USA
Italian Corner,10 Boyd Avenue East ,Providence,RI,2914,USA
The Elegant Farmer,262 S Highland Street ,Memphis,TN,38111,USA
Fresh Catch Kaneohe,45-1118 Kamehameha Hwy,Kaneohe,HI,96744,USA
Guerrilla Street Food Truck,,St. Louis,MO,,USA
Anthonys Seafood,963 Aquidneck Avenue ,Middletown,RI,2842,USA
Big Wave Shrimp,66-521 Kamehameha Hwy ,Haleiwa,HI,96712,USA
South of Beale,361 South Main Street ,Memphis,TN,38103,USA
Mediterraneo Caffe,134 Atwells Avenue ,Providence,RI,2903,USA
Angelos Civita Farnese Restaurant,141 Atwells Ave,Providence,RI,2903,USA
Tupelo,1193 Cambridge Street ,Cambridge,MA,2139,USA
Patti's Pierogis,1019 S Main Street ,Fall River,MA,2724,USA
Outer Banks Brewing Station,600 South Croatan Highway ,Kill Devil Hills,NC,27948,USA
Brine and Bottle,7531 S Virginia Dare Trail ,Nags Head,NC,27959,USA
Guys American Kitchen and Bar,220 W 44th Street ,New York,NY,10036,USA
Kitty Hoynes,301 West Fayette Street ,Syracuse,NY,13202,USA
Pastabilities,311 South Franklin Street ,Syracuse,NY,13202,USA
Funk N Waffles,307-313 S Clinton Street,Syracuse,NY,13202,USA
Empire Brewing Company,120 Walton Street ,Syracuse,NY,13202,USA
Evas European Sweets,1305 Milton Avenue ,Syracuse,NY,13204,USA
Memphis BBQ Co,709 Desoto Cove ,Horn Lake,MS,38637,USA
Byblos Mediterranean Cafe,223 North Clinton Street ,Syracuse,NY,13202,USA
90 Miles Cuban Cafe,3101 N. Clybourn ,Chicago,IL,60618,USA
Rizzos Diner,106 G.E. Patterson,Memphis,TN,38103,USA
Davis' Pub,400 Chester Avenue ,Annapolis,MD,21403,USA
Sweet Home Waimanalo,41-1025 Kalanianaole Highway ,Waimanalo,HI,96795,USA
bopNgrill,6604 N Sheridan Road ,Chicago,IL,60626,USA
REX Italian Foods,4431 N Harlem Ave ,Norridge,IL,60706,USA
Heeia Kea Pier General Store and Deli,46-499 Kamehameha HWY.,Kaneohe,Hawaii,96744,USA
Ortegaz Southwestern Grill and Wine Bar,201 Sir Walter Raleigh Street,Manteo,NC,27954,USA
Camilles on Wheels Food Truck,,Kailua,HI,96814,USA
Chicago Brauhaus,4732 N Lincoln Ave ,Chicago,IL,60625,USA
Memphis Street Cafe,2476 Memphis Street ,Hernando,MS,38632,USA
Tortugas Lie,3016 South Virginia Dare Trail ,Nags Head,NC,27959,USA
Weeping Radish Farm,6810 Caratoke Hwy.,Grandy,NC,27939,USA
Boston Burger Company,37 Davis Square ,Somerville,MA 02144,,USA
Yayo Taco,4632 S. Maryland Pkwy #18 ,Las Vegas,NV 89119,,USA
Jawaiian Irie Jerk Restaurant,3574 Waialae Ave,Honolulu,HI,96816,USA
Hopleaf Bar,5148 North Clark Street,Chicago,IL,60640,USA
Foreign and Domestic,306 E. 53rd Street ,Austin,TX,78751,USA
Afrah,314 E. Main Street,Richardson,TX,75081,USA
Bachi Burger,470 E. Windmill Lane,Las Vegas,NV,89123,USA
Dressel's Public House,419 N Euclid Avenue,St. Louis,MO,63108,USA
Hwy 61 Roadhouse,34 South Old Orchard Avenue ,Webster Groves,MO,63119,USA
The Shaved Duck,2900 Virginia Avenue ,St. Louis,MO,63118,USA
Anthonino's Taverna,2225 Macklind Avenue ,St. Louis,MO,63110,USA
Forte European Tapas Bar and Bistro,4180 South Rainbow Boulevard ,Las Vegas,NV,89103,USA
Moondoggies Bar and Naked City Pizza,3240 Arville Street,Las Vegas,NV,89102,USA
Noble Pig Austin,12233 620 N. Austin,Austin,TX,78750,USA
John Mull's Meats and Road Kill Grill,3730 Thom Blvd ,Las Vegas,NV,89130,USA
Angelas Cafe Restaurant,131 Lexington Street,Boston,MA,2128,USA
Italian Express Pizzeria,336 Sumner Street,Boston,MA,2128,USA
Cutty Foods,284 Washington Street ,Brookline,MA,2445,USA
Counter Cafe,626 North Lamar Boulevard ,Austin,TX,78703,USA
Marla's Carribean Cuisine,3761 Bloomington Ave ,Minneapolis,MN,55407,USA
Lola's St. Louisiana Kitchen,241 W. Charleston ,Las Vegas,NV,89102,USA
Pete's Breakfast House Restaurant,2055 E Main Street ,Ventura,CA,93001,USA
Broders Cucina Italiana,2308 West 50th Street,Minneapolis,MN,55410,USA
Broders' Pasta Bar,5000 Penn Avenue South,Minneapolis,MN,55410,USA
Luke's Inside Out,1109 South Lamar Boulevard ,Austin,TX,78704,USA
Monument Cafe,500 S Austin Avenue ,Georgetown,TX,78627,USA
Pizzeria Lola,5557 Xerxes Ave. S. ,Minneapolis,MN,55410,USA
Pepe's and Mito's,2911 Elm Street ,Dallas,TX,75226,USA
Savoy Cafe and Deli,24 W. Figueroa Street ,Santa Barbara,CA,93101,USA
Smack Shack,1029 Marshall Street NE ,Minneapolis,MN,55413,USA
Defonte's of Brooklyn,379 Columbia Street,Brooklyn,NY,,USA
Meat and Bread,370 Cambie Stree,Vancouver,BC,V6S 2C2,Canada
Nortons Pastrami,18 West Figueroa Street ,Santa Barbara,CA,93101,USA
Sidecar,560 5th Avenue ,Brooklyn,NY,11215,USA
Nye's Polonaise,112 East Hennepin Avenue,Minneapolis,MN,55414,USA
The Kitchen,529 South A Street,Oxnard,CA,93030,USA
Mac's Fish and Chips,503 State Street,Santa Barbara,CA,93101,USA
Cane Rosso,2612 Commerce Street,Dallas,TX,75226,USA
Lito's Take Out,514 E Haley Street,Santa Barbara,CA,93103,USA
Chop House Burgers,2502 Little Rd,Arlington,TX,76016,USA
Pecan Lodge,2702 MAIN STREET,DALLAS,TX,75226,USA
Maple and Motor,4810 Maple Avenue ,Dallas,TX,75219,USA
Smalley's Caribbean Barbeque,423 Main Street South,Stillwater,MN,55082,USA
Traffic Jam and Snug,511 W. Canfield Street,Detroit,MI,48201,USA
Jethro's Fine Grub,3420 Dunbar Street Vancouver,Vancouver,BC,V6S 2C2,Canada
Webberville Brewery and Pub,1093 Highview Drive,Webberville,MI,48892,USA
Danny's All American Diner,4406 N Falkenburg Road ,Tampa,FL,33610,USA
Leaping Lizards Cafe,4408 Shore Drive ,Virginia Beach,VA,23455,USA
Rigoletto Italian Bakery and Cafe,2181 Upton Drive ,Virginia Beach,VA,23454,USA
Supino Pizzeria,2457 Russell Street ,Detroit,MI,48207,USA
R and R Taqueria,7894 Washington Blvd ,Elkridge,MD,21075,USA
Boulevard Diner,1660 Merritt Boulevard,Dundalk,MD,21222,USA
Sip and Bite Restaurant,2200 Boston Street ,Baltimore,MD,21231,USA
Joe Squared,33 W North Ave,Baltimore,MD,21201,USA
Galway Bay,63 Maryland Ave ,Annapolis,MD,21401,USA
Dixie Supply Bakery and Cafe,62 State Street ,Charleston,SC,29401,USA
Perfectly Frank's,118 North Main Street ,Summerville,SC,29483,USA
Tattooed Moose,4845 Chateau Ave,North Charleston,SC,29405,USA
Fuel Charleston,211 Rutledge Avenue ,Charleston,SC,29403-5822,USA
The Early Bird Diner,1644 Savannah Highway ,Charleston,SC,29407,USA
The Glass Onion,1219 Savannah Hwy. ,Charleston,SC,29407,USA
Rincon Criollo,40-09 Junction Blvd ,New York,NY,11372,USA
Defonte's Sandwich Shop,261 3rd Avenue ,New York,NY,10010,USA
Gazala's Place,447 Amsterdam Avenue,NY,NY,10024,USA
The Redhead Restaurant,349 East 13th Street ,New York,NY,10003,USA
Mama's Food Shop,200 East 3rd Street ,New York,NY,10009,USA
John's of 12th Street,302 East 12th Street,New York,NY,10003,USA
The Broken Record Bar,1166 Geneva Avenue ,San Francisco,CA,94112,USA
Get Fresh Cafe,2500 Church Street,Norfolk,VA,23504,USA
Tomahawk Restaurant,1550 Philip Avenue North Vancouver,Vancouver,BC,V7P 2V8,Canada
Red Wagon Cafe,2296 East Hastings Street Vancouver,Vancouver,BC,V5L 1V4,Canada
Save-on-Meats,43 West Hastings Street Vancouver,Vancouver,BC,V6B 1G4,Canada
Peaceful Restaurant,532 West Broadway Vancouver,Vancouver,BC,V5Z 1E9,Canada
Polish Village Cafe,2990 Yemans Street ,Hamtramck,MI,48212,USA
Union Wood Shop,18 South Main Street ,Clarkston,MI,48346,USA
Clarkston Union Bar and Kitchen,54 S Main Street,Clarkston,MI,,USA
Falconetti's,1812 Commercial Drive Vancouver,Vancouver,BC,V5N 4A5,Canada
Fresh Local Wild Food Truck,W Hastings and Burrard Street Vancouver,Vancouver,BC ,V6E 1V3,Canada
Whitner's Barbecue,869 Lynnhaven Pkwy ,Virginia Beach,VA,23452,USA
The Beach Pub,1001 Laskin Road ,Virginia Beach,VA,23451,USA
Moseberth's Chicken,1505 Airline Blvd ,Portsmouth,VA,23707,USA
Harvey's Hot Dogs,3205 Stamford Road ,Portsmouth,VA,23703,USA
Flip Flops Grill and Chill,2217 Upton Drive ,Virginia Beach,VA,23454,USA
Panozzo's Italian Market,1303 South Michigan Avenue ,Chicago,IL,60605,USA
Nana Organic,3267 S Halsted Street ,Chicago,IL,60608,USA
DMK Burger Bar,2954 N Sheffield Ave ,Chicago,IL,60657,USA
Chuck's Southern Comforts Cafe,6501 W 79th Street ,Burbank,IL,60459,USA
Chilam Balam,3023 N Broadway Street ,Chicago,IL,60657,USA
Big & Littles,860 N. New Orleans,Chicago,IL.,60610,USA
The Old Coffee Pot Restaurant,714 Saint Peter Street,New Orleans,LA,70116,USA
Tampa Taco Bus,913 E Hillsborough Ave,Tampa,FL,33603,USA
Tampa Bay Brewing Company,1600 E 8th Ave,Tampa,FL,33605,USA
Munch's Sundries and Restaurant,3920 6th Street S,St. Petersburg,FL,33705,USA
Jose's Real Cuban Food,8799 Cortez Road W,Bradenton,FL,34210,USA
Irazu,1865 N Milwaukee Ave ,Chicago,IL,60647,USA
Garifuna Flava,2516 W 63rd Street ,Chicago,IL,60629,USA
California Tacos To Go,1450 Skipper Road,Tampa,FL,33613,USA
The Barking Dog Cafe,115 E 49th Street ,Indianapolis,IN,46205,USA
Aunt Mary's Cafe,4307 Telegraph Avenue ,Oakland,CA,94609,USA
Zydecos,11 E Main Street ,Mooresville,IN,46158,USA
Zest-Exciting Food Creations,1134 E 54th Street ,Indianapolis,IN,46220,USA
The Tamale Place,5242 Rockville Road ,Indianapolis,IN,46224,USA
Steer-In Restaurant,5130 E 10th Street ,Indianapolis,IN,46219,USA
The Magnolia Pancake Haus,606 Embassy Oak ,San Antonio,TX,78216,USA
Taco Taco Cafe,145 E. Hildebrand ,San Antonio,Texas,78212,USA
Moroccan Bites,5714 Evers Road ,San Antonio,TX,78238,USA
El Bohio Restaurant,1127 Harry Wurzbach Road ,San Antonio,TX,78209,USA
Dough Pizzeria Napoletana,6989 Blanco Road ,San Antonio,TX,78213,USA
Bun 'n' Barrel,1150 Austin Hwy ,San Antonio,TX,78209,USA
Beto's on Broadway,8142 Broadway Street ,San Antonio,TX,78209,USA
Katie's Restaurant,3701 Iberville Street ,New Orleans,LA,70119,USA
Jerseys Cafe,820 E 116th Street ,Carmel,IN,46032,USA
Sage General Store,2420 Jackson Avenue ,Long Island City,NY,11101,USA
3 Sisters Cafe,6360 Guilford Ave ,Indianapolis,IN,46220,USA
The Golden Bear,2326 K Street,Sacramento,CA,95816,USA
QFanatic BBQ and Grill,180 Miller Road,Champlin,MN,55316,USA
Elk Public House,1931 W Pacific Ave ,Spokane,WA,99201,USA
Sunflower Caffe Espresso and Wine Bar,421 1st Street W ,Sonoma,CA,95476,USA
Jimtown Store,6706 California 128 ,Healdsburg,CA,95448,USA
HRD Coffee Shop,521 3rd Street ,San Francisco,CA,94107,USA
Catelli's Restaurant,21047  Ave ,Geyserville,CA,95441,USA
Meal Ticket,1235 San Pablo Ave ,Albany,CA,94706,USA
Maui's Dog House,806 New Jersey Ave ,Wildwood,NJ,8260,USA
Tocabe,3536 W 44th Ave ,Denver,CO,80211,USA
The Sink,1165 13th Street ,Boulder,CO,80302,USA
The Bagel Deli,6439 E Hampden Ave ,Denver,CO,80222,USA
Steuben's,523 E 17th Ave ,Denver,CO,80203,USA
Sam's No 3,1500 Curtis Street ,Denver,CO,80202,USA
Lauer Krauts,26 S 6th Ave Brighton,Brighton,CO,80601,USA
Foolish Craig's Cafe,1611 Pearl Street ,Boulder,CO,80302,USA
Bang!,3472 W 32nd Ave ,Denver,CO,80211,USA
Brats Brothers,13355 Ventura Blvd. ,Sherman Oaks,CA,91423,USA
Germaine’s Luau,91-119 Olai Street ,Kapolei,HI,96707,USA
Mulberry Italian Ristorante,64 Jackson Ave ,Lackawanna,NY,14218,USA
Sammy's Food Services and Deli,3000 Elysian Fields Ave ,New Orleans,LA,70122,USA
Tortilleria Nixtamal,104-05 47th Ave Corona,Corona,NY,11368,USA
The Sparrow Tavern,24-01 29th Street New York,New York,NY,11102,USA
The Pit Stop,1706 Sunrise Hwy Merrick,Merrick,NY,11566,USA
Hildebrandts,84 Hillside Ave,Williston Park,NY,11596,USA
Bens Best Kosher Deli,96-40 Queens Blvd. ,Rego Park,NY,,USA
Mahonys PO Boy Shop,3454 Magazine Street ,New Orleans,LA,70115,USA
Louie and the Red Head Lady,2820 East Causeway Approach ,Mandeville,La,70448,USA
L. A. Pines Cafe,1061 Robert Blvd ,Slidell,LA,70458,USA
Worth Our Weight,1021 Hahman Drive ,Santa Rosa,CA,95405,USA
Gatsby's Diner,2598 Alta Arden Expy ,Sacramento,CA,95825,USA
Dad's Kitchen,2968 Freeport Blvd ,Sacramento,CA,95818,USA
Merritt Canteen,4355 Main Street ,Bridgeport,CT,6606,USA
Waddell's Neighborhood Pub,4318 S Regal Street ,Spokane,WA,99223,USA
The Pineville Tavern,413 Pineville Road ,New Hope,PA,18938,USA
Quahog's Seafood Shack,206 97th Street ,Stone Harbor,NJ,8247,USA
Putah Creek Cafe,210 Railroad Ave ,Winters,CA,95694,USA
Picabu Neighborhood Bistro,901 W 14th Ave ,Spokane,WA,99203,USA
Memphis Taproom,2331 E Cumberland Street ,Philadelphia,PA,19125,USA
Jimmy's Down The Street Cafe,1613 E Sherman Ave ,Coeur d'Alene,ID,83814,USA
Honey's Sit 'n Eat,800 N 4th Street ,Philadelphia,PA,19123,USA
Hills' Restaurant and Lounge,401 W Main Ave ,Spokane,WA,99201,USA
Good Dog Bar,224 S 15th Street ,Philadelphia,PA,19102,USA
George's Place,301 Beach Ave ,Cape May,NJ,8204,USA
Chaps Coffee Co,4235 S Cheney  Road ,Spokane,WA,99224,USA
Capone's Pub and Grill,751 N 4th Street ,Coeur d'Alene,ID,83814,USA
10th Ave Burrito Co,817 Plaza Belmar,Belmar,NJ,7719,USA
General Store and Post Office Tavern,6 Post Office Road ,Silver Spring,MD,20910,USA
Corey's Catsup and Mustard,623 Main Street ,Manchester,CT,6040,USA
Anchor Bar and Grill,413 Tower Ave ,Superior,WI,54880,USA
Northern Waters Smokehaus,394 S Lake Ave ,Duluth,MN,55802,USA
At Saras Table Chester Creek Cafe,1902 E 8th Street ,Duluth,MN,55812,USA
Colossal Cafe,1340 Grand Ave ,St. Paul,MN,55105,USA
Duluth Grill,118 S 27th Ave W ,Duluth,MN,55806,USA
Gordy's Hi-Hat,415 Sunnyside Drive ,Cloquet,MN,55720,USA
Kramarczuk Sausage Company,215 E Hennepin Ave ,Minneapolis,MN,55413,USA
The Blue Door Pub,1811 Selby Ave ,Paul,MN,55104,USA
Becky's Diner,390 Commercial Street ,Portland,ME,4101,USA
Bob's Clam Hut,315 US Route 1 ,Kittery,ME,3904,USA
Maine Diner,2265 Post Road ,Wells,ME,4090,USA
Porthole Restaurant,20 Custom House Wharf ,Portland,ME,4101,USA
The Lobster Shanty,25 Front Street ,Salem,MA,1970,USA
Rino's Place,258 Saratoga Street ,Boston,MA,2128,USA
Greek Corner,2366 Massachusetts Ave ,Cambridge,MA,2140,USA
Tune Inn,331 Pennsylvania Ave SE ,Washington,DC,20003,USA
Tortilla Cafe,210 7th Street SE ,Washington,DC,20003,USA
Oohhs and Aahhs Soul Food,1005 U Street NW ,Washington,DC,20001,USA
Metro 29 Diner,4711 Lee Hwy ,Arlington,VA,22207,USA
La Caraquena,300 W Broad Street ,Church,VA,22046,USA
Comet Ping Pong,5037 Connecticut Ave NW ,Washington,DC,20008,USA
Murphy's Bar and Grill,2 Merchant St ,Honolulu,HI,96813,USA
Smokin Guns BBQ and Catering,1218 Swift Avenue ,Kansas City,MO,64116,USA
RJ's Bob-Be-Que,5835 Lamar Ave ,Mission,KS,66202,USA
Woodyard BBQ,3001 Merriam Lane ,Kansas City,KS,66106,USA
The Brick,1727 McGee Street ,Kansas City,MO,64108,USA
Swagger,8431 Wornall Road ,Kansas City,MO,64114,USA
Jamaica Way,900 Rosa L Parks Blvd ,Nashville,TN,37208,USA
Happy Gillis Cafe and Hang Out,549 Gillis Street ,Kansas City,MO,64106,USA
Savarino's Cucina,2121 Belcourt Ave ,Nashville,TN,37212,USA
Martin's BBQ Joint,7238  Road ,Nolensville,TN,37135,USA
Cafe Rakka,71 New Shackle Island Rd ,Hendersonville,TN,37075,USA
Bro's Cajun Cuisine,3214 Charlotte Ave ,Nashville,TN,37209,USA
Athens Family Restaurant,2526 Franklin Pike ,Nashville,TN,37204,USA
Arnold's Country Kitchen,605 8th Ave S ,Nashville,TN,37203,USA
Pier 23 Cafe,23 Pier ,Francisco,CA,94124,USA
Wallace Station,3854 Old  Pike ,Versailles,KY,40383,USA
Virgil's Cafe,710 Fairfield Ave ,Bellevue,KY,41073,USA
The Parkette Drive-in,1230 E. New Circle Road,Lexington,KY,40505,USA
Terry's Turf Club,4618 Eastern Ave ,Cincinnati,OH,45226,USA
Rick's White Light Diner,114 Bridge Street ,Frankfort,KY,40601,USA
J.J. McBrewster's American Smokehouse,3101 Clays Mill Road ,Lexington,KY,40503,USA
Blue Ash Chili Restaurant,9525 Kenwood Rd Ste 5 ,Blue Ash,OH,45242,USA
Southern Soul BBQ,2020 Demere Road ,St Simons,GA,31522,USA
Singletons Seafood Shack,4728 Ocean Street ,Jacksonville,FL,32233,USA
Rudy's Can't Fail Cafe,4081 Hollis Street,Emeryville,CA,94608,USA
Paul's Coffee Shop,16947 Bushard Street,Fountain Valley,CA,92708,USA
North End Caffe,3421 N Highland Ave,Manhattan Beach,CA,90266,USA
Naglee Park Garage,505 E San rlos Street,San Jose,CA,95112,USA
Metro Diner,3302 Hendricks Ave,Jacksonville,FL,32207,USA
Mama Cozza's Italian Restaurant,2170 W Ball Road,Anaheim,CA,92804,USA
JAX Truckee Diner,10144 W River Street,Truckee,CA,96161,USA
Gloria's Cafe,10227 Venice Blvd,Los Angeles,CA,90034,USA
Galewood Cookshack,2135 N Milwaukee Ave,Chicago,IL,60647,USA
Fox Restaurant,3580 St Johns Ave ,Jacksonville,FL,32205,USA
Don Chow Tacos Food Truck,11500 Tennessee Ave ,Los Angeles,CA,90064,USA
Dish Cafe and Catering,855 Mill Street,Reno,NV,89502,USA
Culhane's Irish Pub,967 Atlantic Blvd ,Atlantic Beach,FL,32233,USA
Blackwater Grill,260 Redfern Village,St. Simons Island,GA,31522,USA
At Last Cafe,204 Orange Ave ,Long Beach,CA,90802,USA
Aldo's Harbor Restaurant,616 Atlantic Ave ,Santa Cruz,CA,95062,USA
13 Gypsies,887 Stockton Street ,Jacksonville,FL,32204,USA
Boondocks BBQ and Grill,4653 Ohio 60 ,McConnelsville,OH,43756,USA
Rick and Ann's Restaurant,2922 Domingo Ave ,Berkeley,CA,94705,USA
900 Grayson,900 Grayson Street ,Berkeley,CA,94710,USA
Burger Me,10418 Donner Pass Rd ,Truckee,CA,96161,USA
Cafe Citti,9047  Hwy ,Kenwood,CA,95452,USA
Gold 'N Silver Inn,790 W 4th Street ,Reno,NV,89503,USA
St. Louis' Basque Corner,301 E. 4th Street ,Reno,NV,89512,USA
Schellville Grill,22900 Broadway ,Sonoma,CA,95476,USA
Napa Rose,1600 Disneyland Drive ,Anaheim,CA,92802,USA
Pawley's Front Porch,827 Harden Street ,Columbia,SC,29205,USA
South 21 Drive-In,3101 E Independence Blvd ,Charlotte,NC,28205,USA
Taste of Peru,6545 N Clark Street ,Chicago,IL,60626,USA
Landmark Restaurant Diner,4429 Central Ave ,Charlotte,NC,28205,USA
Farmer's Shed,2514 Augusta Hwy ,Lexington,SC,29072,USA
Dish,1220 Thomas Ave ,Charlotte,NC,28205,USA
Cabo Fish Taco,3201 N Davidson Street ,Charlotte,NC,28205,USA
Elf's Den Restaurant Lounge,Mi 14 Richardson Hwy ,North Pole,AK,99705,USA
Country Cafe,235 North Santa Claus Lane ,North Pole,AK,99705,USA
Tee Off Bar and Grill,3129 Clement Street ,Francisco,CA,,USA
The Cookie Jar,1006 Cadillac Ct ,Fairbanks,AK,,USA
Silver Gulch Restaurant,2195 Old Steese Hwy N ,Fox,AK,,USA
The Little Depot Diner,1 Railroad Avenue ,Peabody,MA,1961,USA
Santa Cruz Diner,909 Ocean Street ,Santa Cruz,CA,95060,USA
ParkView Nite Club,1261 West 58th Street ,Cleveland,OH,,USA
Honkytonk BBQ,1213 W 18th Street ,Chicago,IL,,USA
Rainbow Drive-In,3308 Kanaina Ave ,Honolulu,HI,,USA
Nico's Pier 38,1133 N. Nimitz Hwy ,Honolulu,HI,96817,USA
Jakes Good Eats,12721 Albemarle Rd ,Charlotte,NC,,USA
Hanks Haute Dogs,324 Coral St ,Honolulu,HI,,USA
Poke Stop,1840 Meheula Pkwy ,Mililani Town,HI,,USA
Pagoda Restaurant,431 N Santa Claus Lane ,North Pole,AK,,USA
Hot Licks,3453 College Road ,Fairbanks,AK,,USA
Highway Inn,94-226 Leoku Street ,Waipahu,HI,,USA
Big Daddy's BBQ and Banquet,107 Wickersham Street ,Fairbanks,AK,,USA
Tap Tap Restaurant,819 5th Street ,Miami Beach,FL,,USA
Donnie Mac's Trailer Park,1515 W Grove Street ,Boise,ID,,USA
Antojitos La Texanita,1667 Sebastopol Road ,Rosa,CA,,USA
Sophia Restaurant,749 Military Road ,Buffalo,NY,,USA
Pizza Junction,1269 Erie Avenue,North Tonawanda,NY,,USA
Louie's Restaurant,286 Brook Street ,Providence,RI,,USA
Liberty Elm Diner,777 Elmwood Ave ,Providence,RI,,USA
Lake Effect Diner,3165 Main Street ,Buffalo,NY,,USA
Grovers Bar and Grill,9160 Transit Road East ,Amherst,NY,,USA
Earl's Drive-In,12139 Olean Road ,Chaffee,NY,,USA
Blackthorn Restaurant and Pub,2134 Seneca St ,Buffalo,NY,,USA
Four Sisters Owl Diner,244 Appleton Street ,Lowell,MA,,USA
The Orchard House,14949 Sunnyslope Road ,Caldwell,ID,,USA
Sam La Grassa's,44 Province Street ,Boston,MA,,USA
Morin's Hometown Bar and Grille,16 S Main Street ,Attleboro,MA,,USA
Crazy Burger,144 Boon Street ,Narragansett,RI,,USA
Bartley's Burger Cottage,1246 Massachusetts Ave ,Cambridge,MA,,USA
Sterle's Slovenian Country House,1401 E 55th Street ,Cleveland,OH,,USA
Momocho Mod Mex,1835 Fulton Road ,Cleveland,OH,,USA
Melt Bar and Grilled,14718 Detroit Ave ,Lakewood,OH,,USA
Lucky's Cafe,777 Starkweather Ave ,Cleveland,OH,,USA
Geraci's Restaurant,2266 Warrensville Center Road ,Cleveland,OH,,USA
Oinkster,2005 Colorado Blvd ,Eagle Rock,CA,,USA
Cempazuchi,1205 E Brady Street ,Milwaukee,WI,,USA
Prince Lebanese Grill,502 W Randol Mill Road ,Arlington,TX,,USA
Pam's Trinidadian Caribbean Kitchen,1715 N 45th St ,Seattle,WA,98103,USA
Whale's Rib Raw Bar,2031 NE 2nd Street ,Deerfield Beach,FL,,USA
Polka Catering,4112 Verdugo Road ,Los Angeles,CA,,USA
Blueplate Lunch Counter and Soda Fountain,308 SW Washington Street ,Portland,OR,,USA
Brandy's Restaurant and Bakery,1500 E Cedar Ave ,Flagstaff,AZ,,USA
The Depot American Diner,5840 W Roosevelt Road ,Chicago,IL,60644,USA
Sonny's Famous Steak Hoagies,1857 NW 66TH Ave ,Hollywood,FL,33024,USA
Bunk Sandwiches,621 SE Morrison Street ,Portland,OR,97214,USA
The Shanty,38985 U.S. 41 ,Wadsworth,IL,60083,USA
The Red Lion Pub,2316 S Shepherd Drive ,Houston,TX,77019,USA
The Nickel Diner,524 S. Main Street ,Los Angeles,CA,90013,USA
The Diner,213 E Main Street ,Norman,OK,73069,USA
T-Bone Tom's Steakhouse,707 Hwy 146 ,Kemah,TX,77565,USA
Q Restaurant,225 Clement Street ,San Francisco,CA,94118,USA
Pok Pok Restaurant,3226 SE Division Street ,Portland,OR,97202,USA
Podnah's Pit Barbeque,1625 NE Killingsworth ,Portland,OR,97211,USA
PizzalChik,7330 W State Street ,Garden City,ID,83714,USA
Niko Niko's,2520 Montrose Blvd ,Houston,TX,77006,USA
Nic's Grill,1201 N Pennsylvania Ave ,Oklahoma City,OK,73107,USA
Mom's Tamales,3328 Pasadena Ave ,Los Angeles,CA,90031,USA
Mambo's Cafe,1701 Victory Blvd,Glendale,CA,91201,USA
Lankford Grocery and Market,88 Dennis Street ,Houston,TX,77006,USA
Kenny and Ziggy's Deli,1743 Post Oak Blvd ,Houston,TX,77056,USA
Ingrid's Kitchen,3701 N Youngs Blvd ,Oklahoma City,OK,73112,USA
Fab Hot Dogs,19417 Victory Blvd ,Reseda,CA,91335,USA
Eischen's Bar,109 N 2nd Street ,Okarche,OK,73762,USA
Cattlemen's Steakhouse,1309 S Agnew Ave ,Oklahoma City,OK,73108,USA
Cafe Pita,10890 Westheimer Road ,Houston,TX,77042,USA
Bob’s Taco Station,1901 Ave H Rosenberg,Rosenberg,TX,77471,USA
Bette’s Oceanview Diner,1807 4th Street ,Berkeley,CA,94710,USA
Comet Cafe,1947 N Farwell Ave.,Milwaukee,WI,53202,USA
Haus Murphy's,5739 W.  Avenue ,Glendale,AZ,85301,USA
Mama E's Wings and Waffles,3838 Springlake Drive ,Oklahoma City,OK,73111,USA
Rick's Press Room Grill and Bar NEW OWNERS,130 East Idaho Street ,Meridian,ID,83642,USA
Tre Kronor,3258 Foster Avenue ,Chicago,IL,60625,USA
Dottie's True Blue Cafe,28 6th Street,San San Francisco,CA,94103,USA
La Camaronera,1952 West Flagler Street ,Miami,FL,33135,USA
Donn's Hilltop Kodiak Grill,12342 East Highway 21 ,Boise,ID,83716,USA
Rocco's Ristorante,1131 Folsom Street ,San Francisco,CA,94103,USA
Pine State Biscuits,2204 NE Alberta Street ,Portland,OR,97211,USA
Blue Marlin,2500 North East 163rd Street N ,Miami,FL,33302,USA
Giuseppe's,2824 E Indian Road ,Phoenix,AZ,85016,USA
